englishName,monoNameIndex,internalName,nameTag,pickupSize,nameStrId,descriptionStrId,categoryStrId,locationStrId,unitStrId,sizeStrId,isRare,ignoresHole,volume,isCollectible
Strawberry Pack,1231,ICHIGOSET_C,,284,OT_OBJ_1232,OT_CMM_1232,OT_CTG_003,OT_MPN_041,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001200762,TRUE
Gym Uniform,1232,COSTUME01_C,,591,OT_OBJ_1233,OT_CMM_1233,OT_CTG_049,OT_MPN_034,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01083937,TRUE
Bonsai Display,1233,BONSAIDAI_D,,2870,OT_OBJ_1234,OT_CMM_1234,OT_CTG_024,OT_MPN_034,UI_SYS_059,UI_NIC_015,FALSE,FALSE,1.2383,TRUE
Rain,1234,RAIN01_G,,415712,OT_OBJ_1235,OT_CMM_1235,OT_CTG_022,OT_MPN_063,UI_SYS_057,UI_NIC_020,FALSE,FALSE,3761626,TRUE
Potty,1235,TOILET02_D,,909,OT_OBJ_1236,OT_CMM_1236,OT_CTG_024,OT_MPN_039,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.03934138,TRUE
Sliding Door,1236,HUSUMA01_E,Solid,1594,OT_OBJ_1237,OT_CMM_1237,OT_CTG_059,OT_MPN_044,UI_SYS_066,UI_NIC_014,FALSE,FALSE,0.2121572,TRUE
Sliding Door,1237,HUSUMA02_E,Striped,1539,OT_OBJ_1238,OT_CMM_1238,OT_CTG_059,OT_MPN_044,UI_SYS_066,UI_NIC_014,FALSE,FALSE,0.1909415,TRUE
Small Sliding Door,1238,HUSUMA03_E,,1011,OT_OBJ_1239,OT_CMM_1239,OT_CTG_059,OT_MPN_033,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.05421795,TRUE
Shoji,1239,SHOZI01_E,,1310,OT_OBJ_1240,OT_CMM_1240,OT_CTG_059,OT_MPN_045,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.1177858,TRUE
Torn Shoji,1240,SHOZI02_E,,1310,OT_OBJ_1241,OT_CMM_1241,OT_CTG_059,OT_MPN_045,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.1177858,TRUE
Flagstick,1241,GOLFFLAG01_D,,646,OT_OBJ_1242,OT_CMM_1242,OT_CTG_015,OT_MPN_034,UI_SYS_058,UI_NIC_012,FALSE,FALSE,0.01417724,TRUE
Cubby,1242,TEDDYBEAR01_C,,348,OT_OBJ_1243,OT_CMM_1243,OT_CTG_076,OT_MPN_037,UI_SYS_065,UI_NIC_011,FALSE,FALSE,0.002213584,TRUE
Ladder,1243,HOMESTEP01_E,,1964,OT_OBJ_1244,OT_CMM_1244,OT_CTG_030,OT_MPN_034,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.3971563,TRUE
Dandelion,1244,DANDELION01_C,,216,OT_OBJ_1245,OT_CMM_1245,OT_CTG_028,OT_MPN_034,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0005333654,TRUE
Fluff,1245,DANDELION02_C,,307,OT_OBJ_1246,OT_CMM_1246,OT_CTG_064,OT_MPN_034,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.00151987,TRUE
Park Entrance,1246,ARCH03_F,,,OT_OBJ_1247,OT_CMM_1247,,,UI_SYS_057,,FALSE,FALSE,,FALSE
Katamari Sign,1247,TAIKENBAN01_D,,1481,OT_OBJ_1248,OT_CMM_1248,OT_CTG_063,OT_MPN_052,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1701,TRUE
Experience,1248,TAIKENBAN02_D,,1481,OT_OBJ_1249,OT_CMM_1249,OT_CTG_063,OT_MPN_052,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1701,TRUE
In,1249,TAIKENBAN03_D,,1481,OT_OBJ_1250,OT_CMM_1250,OT_CTG_063,OT_MPN_052,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1701,TRUE
Progress,1250,TAIKENBAN04_D,,1481,OT_OBJ_1251,OT_CMM_1251,OT_CTG_063,OT_MPN_052,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1701,TRUE
Candy,1251,CANDY01_A,,60,OT_OBJ_1252,OT_CMM_1252,OT_CTG_005,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00001178488,TRUE
Milk Candy,1252,CANDY02_A,,60,OT_OBJ_1253,OT_CMM_1253,OT_CTG_005,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00001178488,TRUE
Morning Glory,1253,ASAGAOPOT_C,,930,OT_OBJ_1254,OT_CMM_1254,OT_CTG_027,OT_MPN_034,UI_SYS_057,UI_NIC_013,FALSE,TRUE,0.04213073,TRUE
Red Morning Glory,1254,ASAGAO01_B,,211,OT_OBJ_1255,OT_CMM_1255,OT_CTG_028,OT_MPN_034,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0004946303,TRUE
Blue Morning Glory,1255,ASAGAO02_B,,211,OT_OBJ_1256,OT_CMM_1256,OT_CTG_028,OT_MPN_034,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0004946303,TRUE
Cheese,1256,CHEESE01_A,,86,OT_OBJ_1257,OT_CMM_1257,OT_CTG_004,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00003380037,TRUE
Manderin Carton,1257,SHOPYAO04_D,,799,OT_OBJ_1258,OT_CMM_1258,OT_CTG_024,OT_MPN_033,UI_SYS_064,UI_NIC_012,FALSE,FALSE,0.02672483,TRUE
Pencil Stand,1258,PENCILSTAND_B,,187,OT_OBJ_1259,OT_CMM_1259,OT_CTG_012,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.000343,TRUE
Ant,1259,ANT01_A,,15,OT_OBJ_1260,OT_CMM_1260,OT_CTG_073,OT_MPN_033,UI_SYS_065,,FALSE,FALSE,0.0000002000001,TRUE
Chocolate,1260,CHOCO01_A,Small,41,OT_OBJ_1261,OT_CMM_1261,OT_CTG_005,OT_MPN_033,UI_SYS_057,,FALSE,FALSE,0.000003639999,TRUE
Wholesale Market,1261,MARKET02_F,,55637,OT_OBJ_1262,OT_CMM_1262,OT_CTG_056,OT_MPN_056,UI_SYS_062,UI_NIC_019,FALSE,FALSE,9017.789,TRUE
Market Sign,1262,MARKET03_F,,12783,OT_OBJ_1263,OT_CMM_1263,OT_CTG_062,OT_MPN_056,UI_SYS_057,UI_NIC_018,FALSE,FALSE,109.3864,TRUE
Tall Lighthouse,1263,LIGHTHOUSE01_G,,36543,OT_OBJ_1264,OT_CMM_1264,OT_CTG_035,OT_MPN_056,UI_SYS_058,UI_NIC_019,FALSE,FALSE,2555.176,TRUE
Lighthouse,1264,LIGHTHOUSE02_G,,18181,OT_OBJ_1265,OT_CMM_1265,OT_CTG_035,OT_MPN_051,UI_SYS_058,UI_NIC_018,FALSE,FALSE,314.714,TRUE
Bathhouse,1265,SENTO01_G,,27851,OT_OBJ_1266,OT_CMM_1266,OT_CTG_036,OT_MPN_053,UI_SYS_062,UI_NIC_019,FALSE,FALSE,1131.218,TRUE
Smokestack,1266,SENTO02_G,Brown,14693,OT_OBJ_1267,OT_CMM_1267,OT_CTG_036,OT_MPN_053,UI_SYS_058,UI_NIC_018,FALSE,FALSE,166.1185,TRUE
White Wall,1267,SENTO03_G,,2900,OT_OBJ_1268,OT_CMM_1268,OT_CTG_058,OT_MPN_053,UI_SYS_066,UI_NIC_015,FALSE,FALSE,1.27745,TRUE
Boiler Room,1268,SENTO04_G,,8126,OT_OBJ_1269,OT_CMM_1269,OT_CTG_036,OT_MPN_053,UI_SYS_062,UI_NIC_017,FALSE,FALSE,28.09611,TRUE
Bathhouse Curtain,1269,SENTO05_G,,937,OT_OBJ_1270,OT_CMM_1270,OT_CTG_058,OT_MPN_053,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.04319839,TRUE
Totem Pole,1270,TOTEM01_F,,9267,OT_OBJ_1271,OT_CMM_1271,OT_CTG_054,OT_MPN_050,UI_SYS_058,UI_NIC_017,FALSE,FALSE,41.6725,TRUE
Tall Totem Pole,1271,TOTEM02_F,,14255,OT_OBJ_1272,OT_CMM_1272,OT_CTG_054,OT_MPN_050,UI_SYS_058,UI_NIC_018,FALSE,FALSE,151.6858,TRUE
School Sign (U),1272,SCHOOLNAME01_D,,2449,OT_OBJ_1273,OT_CMM_1273,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
School Sign (Ni),1273,SCHOOLNAME02_D,,2449,OT_OBJ_1274,OT_CMM_1274,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
School Sign (Ga),1274,SCHOOLNAME03_D,ケ,2449,OT_OBJ_1275,OT_CMM_1275,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
School Sign (Oka),1275,SCHOOLNAME04_D,,2449,OT_OBJ_1276,OT_CMM_1276,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
School Sign (Chu),1276,SCHOOLNAME05_D,,2449,OT_OBJ_1277,OT_CMM_1277,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
School Sign (Ga),1277,SCHOOLNAME06_D,学,2449,OT_OBJ_1278,OT_CMM_1278,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
School Sign (Ko),1278,SCHOOLNAME07_D,,2449,OT_OBJ_1279,OT_CMM_1279,OT_CTG_049,OT_MPN_052,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.7696922,TRUE
Podium,1279,MORNINGSTEP_E,,3218,OT_OBJ_1280,OT_CMM_1280,OT_CTG_049,OT_MPN_052,UI_SYS_059,UI_NIC_016,FALSE,FALSE,1.745679,TRUE
Gymnasium,1280,SCHOOLGYM_G,,47459,OT_OBJ_1281,OT_CMM_1281,OT_CTG_049,OT_MPN_052,UI_SYS_062,UI_NIC_019,FALSE,FALSE,5597.095,TRUE
Red Ball,1281,UNDOKAI03_E,,3999,OT_OBJ_1282,OT_CMM_1282,OT_CTG_015,OT_MPN_052,UI_SYS_057,UI_NIC_016,FALSE,FALSE,3.349858,TRUE
Palmistry Table,1282,FORTUNEREAD01_D,,2030,OT_OBJ_1283,OT_CMM_1283,OT_CTG_056,OT_MPN_043,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.4384591,TRUE
Cushioned Chair,1283,FORTUNEREAD02_D,,1031,OT_OBJ_1284,OT_CMM_1284,OT_CTG_038,OT_MPN_043,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.05743741,TRUE
Palmistry Sign,1284,FORTUNEREAD03_D,,698,OT_OBJ_1285,OT_CMM_1285,OT_CTG_062,OT_MPN_043,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01782843,TRUE
Wrecking Ball,1285,WORKCAR01B_E,,13457,OT_OBJ_1286,OT_CMM_1286,OT_CTG_016,OT_MPN_049,UI_SYS_057,UI_NIC_018,FALSE,FALSE,127.6132,TRUE
Bamboo Blind,1286,SUDARE01_D,,1180,OT_OBJ_1287,OT_CMM_1287,OT_CTG_058,OT_MPN_034,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.08606007,TRUE
Giant Daruma,1287,DARUMA03_G,,19376,OT_OBJ_1288,OT_CMM_1288,OT_CTG_046,OT_MPN_052,UI_SYS_065,UI_NIC_018,TRUE,FALSE,380.8997,TRUE
Towering Kokeshi,1288,KOKESHI03_G,,16779,OT_OBJ_1289,OT_CMM_1289,OT_CTG_044,OT_MPN_059,UI_SYS_057,UI_NIC_018,TRUE,FALSE,247.3576,TRUE
Stepladder,1289,HOMESTEP02_C,,1231,OT_OBJ_1290,OT_CMM_1290,OT_CTG_030,OT_MPN_038,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.09775036,TRUE
Shachihoko,1290,ROOFFISH_D,,1237,OT_OBJ_1291,OT_CMM_1291,OT_CTG_034,OT_MPN_035,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.09917294,TRUE
Cabinet,1291,CABINET01_D,,1200,OT_OBJ_1292,OT_CMM_1292,OT_CTG_024,OT_MPN_033,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.09060295,TRUE
Washtub,1292,TARAI01_C,,526,OT_OBJ_1293,OT_CMM_1293,OT_CTG_010,OT_MPN_034,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.007638943,TRUE
Drawer,1293,CABINET03_D,,591,OT_OBJ_1294,OT_CMM_1294,OT_CTG_024,OT_MPN_033,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.01085627,TRUE
Switch,1294,SWITCH01_B,,73,OT_OBJ_1295,OT_CMM_1295,OT_CTG_043,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00002081323,TRUE
Ceiling Light,1295,ROOMLIGHT01_C,,1226,OT_OBJ_1296,OT_CMM_1296,OT_CTG_035,OT_MPN_042,UI_SYS_059,UI_NIC_013,FALSE,FALSE,0.09659645,TRUE
Petroleum Tank,1296,OILTANK02_G,,25558,OT_OBJ_1297,OT_CMM_1297,OT_CTG_051,OT_MPN_058,UI_SYS_067,UI_NIC_019,FALSE,FALSE,874.2156,TRUE
Bookstand,1297,BOOKSTAND01_C,,421,OT_OBJ_1298,OT_CMM_1298,OT_CTG_024,OT_MPN_033,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.0039312,TRUE
Ruler,1298,RULE01_B,,281,OT_OBJ_1299,OT_CMM_1299,OT_CTG_041,OT_MPN_033,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.0011739,TRUE
Desk Lamp,1299,LIGHTSTAND01_C,,638,OT_OBJ_1300,OT_CMM_1300,OT_CTG_035,OT_MPN_033,UI_SYS_059,UI_NIC_012,FALSE,FALSE,0.01364424,TRUE
Spider,1300,SPIDER01_B,,203,OT_OBJ_1301,OT_CMM_1301,OT_CTG_081,OT_MPN_034,UI_SYS_065,UI_NIC_011,FALSE,FALSE,0.0004386594,TRUE
Windchime,1301,WINDBELL01_C,,201,OT_OBJ_1302,OT_CMM_1302,OT_CTG_014,OT_MPN_034,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0004291286,TRUE
Hook,1302,HOOK01_B,,135,OT_OBJ_1303,OT_CMM_1303,OT_CTG_021,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0001290389,TRUE
Fire Extinguisher,1303,WATERBOMBE_C,,529,OT_OBJ_1304,OT_CMM_1304,OT_CTG_040,OT_MPN_043,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.007788883,TRUE
Lucky Cat,1304,WELCOMECAT01_C,,688,OT_OBJ_1305,OT_CMM_1305,OT_CTG_046,OT_MPN_041,UI_SYS_065,UI_NIC_012,FALSE,FALSE,0.01710862,TRUE
Bicycle,1305,CYCLE01B_D,Blue,1888,OT_OBJ_1306,OT_CMM_1306,OT_CTG_067,OT_MPN_044,UI_SYS_059,UI_NIC_014,FALSE,FALSE,0.3526026,TRUE
Poison Mushroom (M),1306,VSKINOKO01_C,,,OT_OBJ_1307,OT_CMM_1307,,,UI_SYS_058,,FALSE,FALSE,,FALSE
Spinning Mushroom,1307,VSKINOKO02_C,,,OT_OBJ_1308,OT_CMM_1308,,,UI_SYS_058,,FALSE,FALSE,,FALSE
Poison Mushroom (L),1308,VSKINOKO03_C,,,OT_OBJ_1309,OT_CMM_1309,,,UI_SYS_058,,FALSE,FALSE,,FALSE
Red Paint,1309,PAINTCAN02_C,,290,OT_OBJ_1310,OT_CMM_1310,OT_CTG_030,OT_MPN_040,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001280762,TRUE
Paintbrush,1310,PAINTER02_C,Red,130,OT_OBJ_1311,OT_CMM_1311,OT_CTG_030,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0001174423,TRUE
Kids' Umbrella,1311,UMBRELLA05_C,,1082,OT_OBJ_1312,OT_CMM_1312,,,UI_SYS_058,,FALSE,FALSE,0.06645755,FALSE
Kid's Umbrella,1312,UMBRELLA05B_C,,1082,OT_OBJ_1313,OT_CMM_1313,OT_CTG_022,OT_MPN_044,UI_SYS_058,UI_NIC_013,FALSE,FALSE,0.0664187,TRUE
Parsley,1313,DISHSIDE01_A,,80,OT_OBJ_1314,OT_CMM_1314,OT_CTG_020,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00002717456,TRUE
Wallet,1314,COINCASE01_B,,246,OT_OBJ_1315,OT_CMM_1315,OT_CTG_019,OT_MPN_033,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.0007849558,TRUE
Toothbrush,1315,DENTALCARE01_B,,76,OT_OBJ_1316,OT_CMM_1316,OT_CTG_021,OT_MPN_040,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.000023436,TRUE
Toothpaste,1316,DENTALCARE02_B,,142,OT_OBJ_1317,OT_CMM_1317,OT_CTG_021,OT_MPN_040,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0001512,TRUE
Orange Juice,1317,PBOTTLE02_C,Bottle,311,OT_OBJ_1318,OT_CMM_1318,OT_CTG_007,OT_MPN_040,UI_SYS_058,UI_NIC_011,FALSE,FALSE,0.001579046,TRUE
Huge Falling Rock,1318,ROLLINGSTONE02_E,,9942,OT_OBJ_1319,OT_CMM_1319,OT_CTG_040,OT_MPN_054,UI_SYS_057,UI_NIC_017,FALSE,FALSE,51.46824,TRUE
Birdcage,1319,TORICAGO01_C,,1124,OT_OBJ_1320,OT_CMM_1320,OT_CTG_055,OT_MPN_037,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.07439289,TRUE
Sticky Tape,1320,TAPE01_B,,116,OT_OBJ_1321,OT_CMM_1321,OT_CTG_012,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00008266618,TRUE
Giraffe Slide,1321,GIRAFFESLOPE_E,,4176,OT_OBJ_1322,OT_CMM_1322,OT_CTG_050,OT_MPN_040,UI_SYS_057,UI_NIC_016,FALSE,FALSE,3.814742,TRUE
Hanging Scroll,1322,KAKEZIKU01_D,,608,OT_OBJ_1323,OT_CMM_1323,OT_CTG_042,OT_MPN_033,UI_SYS_066,UI_NIC_012,FALSE,FALSE,0.01178837,TRUE
Chopsticks,1323,DISHSIDE02_B,,88,OT_OBJ_1324,OT_CMM_1324,OT_CTG_008,OT_MPN_033,UI_SYS_058,UI_NIC_010,FALSE,FALSE,0.0000369,TRUE
Piggybank,1324,COINBANK01_B,,399,OT_OBJ_1325,OT_CMM_1325,OT_CTG_034,OT_MPN_038,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.003340271,TRUE
Check Book,1325,MONEYNOTE01_B,,104,OT_OBJ_1326,OT_CMM_1326,OT_CTG_034,OT_MPN_033,UI_SYS_069,UI_NIC_010,TRUE,FALSE,0.00005931826,TRUE
Picture Frame,1326,PHOTOSTAND01_B,,248,OT_OBJ_1327,OT_CMM_1327,OT_CTG_020,OT_MPN_033,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.0007986517,TRUE
Copy Machine,1327,COPYKI_E,,2283,OT_OBJ_1328,OT_CMM_1328,OT_CTG_023,OT_MPN_043,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.6233085,TRUE
Grilled Fish,1328,DISHFOOD01_B,,287,OT_OBJ_1329,OT_CMM_1329,OT_CTG_006,OT_MPN_036,UI_SYS_057,UI_NIC_011,FALSE,FALSE,0.001246425,TRUE
Poison Mushroom (S),1329,VSKINOKO04_C,,,OT_OBJ_1330,OT_CMM_1330,,,UI_SYS_058,,FALSE,FALSE,,FALSE
Shumai Dumpling,1330,DISHFOOD02_B,,123,OT_OBJ_1331,OT_CMM_1331,OT_CTG_004,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00009756501,TRUE
Mandarin Piece,1331,ORANGE01_A,,65,OT_OBJ_1332,OT_CMM_1332,OT_CTG_003,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00001479555,TRUE
Mandarin Peel,1332,ORANGE02_B,,142,OT_OBJ_1333,OT_CMM_1333,OT_CTG_009,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0001525766,TRUE
Mandarin,1333,ORANGE03_B,,141,OT_OBJ_1334,OT_CMM_1334,OT_CTG_003,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0001490206,TRUE
Gatepost,1334,GATE01_D,,1554,OT_OBJ_1335,OT_CMM_1335,OT_CTG_059,OT_MPN_044,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.1966251,TRUE
Gate Lamp,1335,GATESIDE01_C,,523,OT_OBJ_1336,OT_CMM_1336,OT_CTG_035,OT_MPN_038,UI_SYS_057,UI_NIC_012,FALSE,FALSE,0.007497,TRUE
Fridge,1336,ICEBOX03_E,,2021,OT_OBJ_1337,OT_CMM_1337,OT_CTG_037,OT_MPN_045,UI_SYS_059,UI_NIC_015,FALSE,FALSE,0.4326053,TRUE
Salmon,1337,DISHFOOD03_B,Meat,165,OT_OBJ_1338,OT_CMM_1338,OT_CTG_006,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.0002364533,TRUE
Faucet,1338,WATEREXIT02_C,,427,OT_OBJ_1339,OT_CMM_1339,OT_CTG_010,OT_MPN_036,UI_SYS_057,UI_NIC_012,TRUE,FALSE,0.004080182,TRUE
Shoe Cupboard,1339,GETABOX01_D,,1918,OT_OBJ_1340,OT_CMM_1340,OT_CTG_024,OT_MPN_044,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.3695999,TRUE
Underwear,1340,COSTUME02_B,,239,OT_OBJ_1341,OT_CMM_1341,OT_CTG_013,OT_MPN_034,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.0007177732,TRUE
Shop Curtain,1341,NOREN01_C,,1173,OT_OBJ_1342,OT_CMM_1342,OT_CTG_058,OT_MPN_036,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.0846236,TRUE
Pylon,1342,ROADSIDE05_F,,713,OT_OBJ_1343,OT_CMM_1343,OT_CTG_060,OT_MPN_040,UI_SYS_058,UI_NIC_012,FALSE,FALSE,0.01900353,TRUE
Kotatsu Plug,1343,PLUG03_B,,72,OT_OBJ_1344,OT_CMM_1344,OT_CTG_051,OT_MPN_033,UI_SYS_057,UI_NIC_010,FALSE,FALSE,0.00001978115,TRUE
Name Plate,1344,GATESIDE02_C,,237,OT_OBJ_1345,OT_CMM_1345,OT_CTG_063,OT_MPN_038,UI_SYS_066,UI_NIC_011,FALSE,FALSE,0.0007000003,TRUE
Stereo Shelf,1345,STEREO01_D,,1705,OT_OBJ_1346,OT_CMM_1346,OT_CTG_024,OT_MPN_044,UI_SYS_059,UI_NIC_014,FALSE,FALSE,0.259875,TRUE
Demo Island,1346,GAMESTAGE03_G,,115201,OT_OBJ_1347,OT_CMM_1347,OT_CTG_065,OT_MPN_056,UI_SYS_061,UI_NIC_019,TRUE,FALSE,80052.27,TRUE
Convenience Store,1347,CONVENI02_E,Sign,1896,OT_OBJ_1348,OT_CMM_1348,OT_CTG_062,OT_MPN_052,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.3573492,TRUE
Gull 'n Kelp,1348,FACTORY03_F,,10385,OT_OBJ_1349,OT_CMM_1349,OT_CTG_054,OT_MPN_055,UI_SYS_058,UI_NIC_018,FALSE,FALSE,58.6489,TRUE
Dried Kelp,1349,FACTORY04_F,,5157,OT_OBJ_1350,OT_CMM_1350,OT_CTG_027,OT_MPN_055,UI_SYS_057,UI_NIC_016,FALSE,FALSE,7.181965,TRUE
School Gate,1350,SCHOOLGATE01_E,,6642,OT_OBJ_1351,OT_CMM_1351,OT_CTG_049,OT_MPN_052,UI_SYS_057,UI_NIC_016,FALSE,FALSE,15.34806,TRUE
School Sign,1351,SCHOOLNAME08_D,,1552,OT_OBJ_1352,OT_CMM_1352,OT_CTG_049,OT_MPN_052,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.196,TRUE
New Sign,1352,KOUZIBAN03_E,,7685,OT_OBJ_1353,OT_CMM_1353,OT_CTG_063,OT_MPN_049,UI_SYS_066,UI_NIC_017,FALSE,FALSE,23.76748,TRUE
Town Sign,1353,KOUZIBAN04_E,,7685,OT_OBJ_1354,OT_CMM_1354,OT_CTG_063,OT_MPN_049,UI_SYS_066,UI_NIC_017,FALSE,FALSE,23.76748,TRUE
Under Development,1354,KOUZIBAN05_E,,8722,OT_OBJ_1355,OT_CMM_1355,OT_CTG_063,OT_MPN_049,UI_SYS_066,UI_NIC_017,FALSE,FALSE,34.74863,TRUE
Takeda Residence,1355,GAMESTAGE01_G,,90542,OT_OBJ_1356,OT_CMM_1356,OT_CTG_065,OT_MPN_063,UI_SYS_062,UI_NIC_019,FALSE,FALSE,38864.91,TRUE
Pigeon Town,1356,GAMESTAGE02_G,,399835,OT_OBJ_1357,OT_CMM_1357,OT_CTG_065,OT_MPN_063,UI_SYS_068,UI_NIC_020,FALSE,FALSE,3346875,TRUE
Park Map,1357,SPOTGUIDE02_D,,2322,OT_OBJ_1358,OT_CMM_1358,OT_CTG_063,OT_MPN_050,UI_SYS_066,UI_NIC_015,FALSE,FALSE,0.656138,TRUE
No Stealing Cows,1358,COWKANBAN_D,,1454,OT_OBJ_1359,OT_CMM_1359,OT_CTG_063,OT_MPN_052,UI_SYS_066,UI_NIC_013,FALSE,FALSE,0.1610952,TRUE
Pond Guide,1359,SPOTGUIDE03_D,,1939,OT_OBJ_1360,OT_CMM_1360,OT_CTG_063,OT_MPN_051,UI_SYS_066,UI_NIC_014,FALSE,FALSE,0.3818393,TRUE
Camp Fire,1360,FIRE01_D,,1289,OT_OBJ_1361,OT_CMM_1361,OT_CTG_036,OT_MPN_051,UI_SYS_057,UI_NIC_013,FALSE,FALSE,0.1123425,TRUE
Door,1361,PARKGATE01_E,,3286,OT_OBJ_1362,OT_CMM_1362,OT_CTG_059,OT_MPN_050,UI_SYS_066,UI_NIC_016,FALSE,FALSE,1.859021,TRUE
Pachinko Parlor,1362,PACHINKO02_G,,23195,OT_OBJ_1363,OT_CMM_1363,OT_CTG_018,OT_MPN_052,UI_SYS_062,UI_NIC_019,FALSE,FALSE,653.4479,TRUE
Pachinko Sign,1363,PACHINKO03_E,,1806,OT_OBJ_1364,OT_CMM_1364,OT_CTG_062,OT_MPN_052,UI_SYS_057,UI_NIC_014,FALSE,FALSE,0.3087,TRUE
Convenience Store,1364,CONVENI01_F,Building,15078,OT_OBJ_1365,OT_CMM_1365,OT_CTG_056,OT_MPN_052,UI_SYS_062,UI_NIC_018,FALSE,FALSE,179.5179,TRUE
Parking Lot,1365,SUPER03_E,,3662,OT_OBJ_1366,OT_CMM_1366,OT_CTG_063,OT_MPN_053,UI_SYS_057,UI_NIC_016,FALSE,FALSE,2.572752,TRUE
Ryokan Sign,1366,HOTEL03_E,ち,6014,OT_OBJ_1367,OT_CMM_1367,OT_CTG_062,OT_MPN_055,UI_SYS_057,UI_NIC_016,FALSE,FALSE,11.39139,TRUE
Ryokan Sign,1367,HOTEL04_E,し,6014,OT_OBJ_1368,OT_CMM_1368,OT_CTG_062,OT_MPN_055,UI_SYS_057,UI_NIC_016,FALSE,FALSE,11.39139,TRUE
Ryokan Sign,1368,HOTEL05_E,お,6014,OT_OBJ_1369,OT_CMM_1369,OT_CTG_062,OT_MPN_055,UI_SYS_057,UI_NIC_016,FALSE,FALSE,11.39139,TRUE
